Drug_ID,Drug,Y,sa-score,molecular-weight,pca_1,pca_2,pca_3,pca_4,umap_1,umap_2,tsne_1,tsne_2,RA_score
Drug 1900,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1.0,2.649992,380.45100000000014,0.8687214,0.019007236,0.34662688,0.22352351,0.15667558,0.21065319,-0.080230044216101,-0.0011115813369674,0.9893735
Drug 1901,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(N=[N+]=[N-])ccc12,1.0,2.604633,434.48100000000017,0.8975724,-0.06777586,0.116494946,0.15650308,-0.09718692,0.49014366,-0.2187705988930813,-0.3732153159215506,0.5660224
Drug 1901,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(N=[N+]=[N-])ccc12,1.0,2.604633,434.48100000000017,0.8975724,-0.06777586,0.116494946,0.15650308,-0.09718692,0.49014366,-0.2187705988930813,-0.3732153159215506,0.5660224
Drug 1904,Nc1cccc2nc3cccc(N)c3nc12,0.0,2.255247,210.24,0.9324659,0.059538968,0.03740464,0.08305916,0.031662107,0.5731648,-0.0401284710328655,-0.4506762315590556,0.9734229
Drug 1907,CCc1cnccn1,0.0,2.170318,108.14399999999998,0.983816,0.5912718,-0.13930231,0.71500385,0.7066617,-0.24596113,0.7518313159256752,0.3757228287864924,0.98919547
Drug 1908,Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1.0,2.780663,227.27,0.8938575,0.12067728,0.093046874,0.5967725,0.4570471,0.0001243949,0.364368614860808,0.0120338050555199,0.9838307
Drug 1909,O=C(O)/C(Cl)=C(/CCl)C(Cl)Cl,1.0,3.757072,237.897,0.9332346,0.21289863,0.11715964,0.22716367,0.7619331,-0.09429568,0.2120542279206313,0.5201912152543913,0.9575594
Drug 1910,Nc1ccc(C=O)cc1,0.0,1.820637,121.13899999999998,0.9748793,0.47830465,0.12917675,0.41470003,0.6153805,0.07397485,0.6058594279795902,0.1722032567092847,0.99553007
Drug 1913,O=S(=O)(O)ONNCCc1ccccc1,1.0,2.601047,232.261,0.9253971,0.389369,-0.02702035,0.53375065,0.5438086,0.14485276,0.4354925313615004,0.0696496432381305,0.99007785
Drug 1914,O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1,1.0,2.128255,198.134,0.89118534,0.24353333,0.22316939,0.54589206,0.43811953,-0.04776925,0.2272626338987776,0.2768883325634889,0.9901586
Drug 1916,CC(=O)Nc1cccc2ncccc12,0.0,1.604271,186.214,0.95784837,0.2558234,0.04370614,0.2308374,0.57977855,0.07501793,0.7000508773141876,0.1594460920988147,0.99789256
Drug 1920,COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,1.0,2.303077,291.30600000000004,0.9042497,0.03641118,0.098845094,0.2403552,0.31636655,0.24110007,0.0567045195335518,-0.1236934995014112,0.92936164
Drug 1921,CCOc1cccc2cccnc12,0.0,1.617803,173.21499999999995,0.9490256,0.080715895,-0.046368644,0.27633348,0.5691576,0.30540514,0.6678078621729594,-0.1924619442927161,0.9973961
Drug 1923,CCOC(=O)CCl,0.0,2.076331,122.551,0.93651277,0.2159281,-0.013144076,0.21436729,0.49980736,-0.30824035,0.4501641467835445,0.319859097009561,0.9955474
Drug 1924,C#CCOCC[n+]1ccccc1/C=N/O,0.0,3.490901,205.237,0.9364025,0.24391612,-0.124611765,0.588199,0.54918516,-0.16255146,0.7647512172522682,0.3157678061324634,0.25444064
Drug 1927,O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1,1.0,1.834535,212.208,0.93114674,0.026863419,0.14575927,0.38968182,0.43877435,-0.039037347,0.0668856204766117,-0.1142145329439382,0.9817045
Drug 1929,Cn1c(N)nc2cc(O)ccc21,0.0,2.312944,163.17999999999998,0.9081535,0.15783745,0.15310436,0.18128726,0.5026977,0.073598504,0.3978734127484147,0.1525004056375198,0.98998964
Drug 1930,CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21,1.0,3.054491,271.34100000000007,0.9178994,0.24192028,0.040332027,0.3754481,0.46248734,0.1590184,0.4466762625005709,0.0095546482663253,0.13642631
Drug 1931,O=[N+]([O-])c1cnc(CO)n1CCO,1.0,2.908115,187.155,0.8725292,0.48435205,0.032101065,0.44995004,0.5820879,-0.23971862,0.7783971017478776,0.3326048556520663,0.98530614
Drug 1932,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0.0,4.415202,360.4500000000002,0.9382452,0.017437778,0.06983766,0.22185157,-0.88822913,0.40962398,-0.7863496466323275,-0.5701045200642174,0.9026947
Drug 1933,CCN=NC(C)(C)OO,0.0,3.952426,132.16299999999998,0.9183114,0.21332479,0.026989192,0.37805915,0.6136894,-0.14570361,0.5456720705100833,0.3038819106126106,0.9586592
Drug 1934,COC(C)=O,0.0,1.736316,74.079,0.94269353,0.3128659,0.06861366,0.2896407,0.7067549,-0.1431464,0.2485067247118587,0.464827581836781,0.99002624
Drug 1935,ClCC(Cl)Cl,0.0,3.311417,133.405,0.940483,0.19058922,0.0825112,0.3357246,0.7419076,-0.06568068,0.2740999277579955,0.4085438900523521,0.98148406
Drug 1936,CC1C=C(C=O)C(C=O)C(O)C2CC(C)(C)CC12,0.0,4.923959,250.338,0.92548025,0.22213884,0.093032,0.31703585,0.48220682,-0.19480324,0.4384376030708928,0.3307445730369809,0.22286928
Drug 1937,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.0,2.860245,294.307,0.8634525,-0.09359819,0.044445306,0.46040404,0.34678364,-0.029619396,0.2011419894653167,0.2622121203935302,0.9719606
Drug 1938,CC(=O)NN,1.0,2.321631,74.08300000000001,0.9282614,0.33561772,0.16921128,0.39627764,0.5356332,-0.30776602,0.4448398479142299,0.4670271328823982,0.99347067
Drug 1939,Cc1ccc(N)cc1O,1.0,1.903041,123.155,0.94524026,0.23054211,0.06466353,0.44381523,0.73371434,-0.15548658,0.59360027904948,0.2740413286403823,0.9933646
Drug 1940,CCCCOC(=O)c1cccc2cccnc12,0.0,1.793998,229.279,0.9263044,-0.01741904,0.056701962,0.4469273,0.29208732,0.32262743,0.0314788240135666,-0.2011543249344538,0.9966282
Drug 1942,CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,1.0,5.593884,398.4520000000002,0.9484427,0.17994133,0.120735794,0.21412815,-0.77909106,0.31320417,-0.1253806123324014,0.0709241841542454,0.0076770224
Drug 1944,CC(=O)Nc1cc2c(cc1O)-c1ccccc1C2,0.0,2.107034,239.274,0.9198957,0.18354458,0.14188105,0.3697317,0.43846178,0.12535882,0.3566928585308896,0.0035383379734478,0.9933201
Drug 1946,C=C(C)C(=O)OCCCCCOC(=O)C(=C)C,0.0,2.326596,240.29899999999992,0.9285072,0.09808436,0.017628528,0.34055334,0.42861915,-0.32741624,0.7748697248996143,0.1153727037352015,0.9796826
Drug 1947,Cc1cc(C)c2ccccc2c1,0.0,1.494079,156.22799999999998,0.91229373,0.08840643,0.015009508,0.4897483,0.5741948,0.27588928,0.7390424778087548,-0.2028574370360541,0.97654814
Drug 1948,CCCCCCCCCCCC[C@H]1CO1,0.0,2.340784,212.37699999999995,0.95029026,-0.118679374,-0.381601,0.507684,-0.49846137,-0.124524176,0.9942029411372668,0.1043275344326982,0.9848872
Drug 1949,Cc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0.0,2.223276,283.11400000000003,0.89630455,-0.0101828575,0.15068671,0.45872843,0.23354208,0.23582816,0.0720837959895309,-0.0681392729075658,0.99264187
Drug 1950,OC1c2ccc3cc4c(ccc5ccccc54)nc3c2C2OC2C1O,1.0,3.702343,329.3550000000001,0.9022718,-0.083204016,0.1597484,0.2775476,0.15259516,0.10102153,-0.0956969102790559,0.020262371455436,0.1547286
Drug 1951,Cc1ccc(N)cc1N=Nc1cc(N)ccc1C,1.0,2.565619,240.31,0.93183666,0.15342595,0.19769774,0.3288222,0.38444948,0.23292446,0.3277023154634957,-0.1161649958662959,0.9946121
Drug 1953,Cc1ncc2c(n1)CCC2,0.0,2.317891,134.182,0.9389312,0.37040883,-0.05887863,0.61764437,0.6145086,-0.2480985,0.7612319235051799,0.3969457543927721,0.9488944
Drug 1955,CN(C#N)N=O,1.0,4.434571,85.06599999999999,0.9113968,0.028732337,0.102853365,0.4258625,0.61084914,-0.117235065,0.3293175168325819,0.3492662258904653,0.9658512
Drug 1957,c1ccc2occc2c1,0.0,1.803505,118.13499999999996,0.95190793,0.15907657,-0.12045206,0.49643302,0.62748885,0.24996257,0.7873989913673225,-0.0904208205919973,0.9808895
Drug 1959,C1N2CN3CN1CN(C2)C3,1.0,4.591869,140.19,0.92677605,0.013891242,0.13130975,0.5665182,0.11982584,0.038083673,0.5872699746532296,-0.4680977635390383,0.17838198
Drug 1960,C[N@+]1([O-])CCC[C@@H]1c1cccnc1,0.0,3.928302,178.235,0.95893794,0.25664333,-0.1237586,0.2709486,0.57855463,0.36071205,0.6286466786058899,-0.2053938160603818,0.7986889
Drug 1961,NC(=O)c1ccc(N)cc1,0.0,1.534674,136.154,0.97517765,0.5111049,0.14572804,0.39423966,0.5938703,0.0742228,0.603155324996095,0.1720127970969468,0.99524826
Drug 1962,Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,0.0,2.783219,436.46700000000016,0.9007633,0.035560455,0.17230377,0.3239043,0.18419135,0.1508559,-0.049980495100189,0.0278469885723993,0.96603984
Drug 1963,COc1ccc(C2OC2C)cc1,1.0,2.499372,164.20399999999998,0.9581856,0.27313757,-0.11480509,0.44769618,0.5945376,0.28799105,0.7030765086802391,-0.2390007408433528,0.95658964
Drug 1965,c1ccc2c(c1)ccc1c3ccccc3ccc21,1.0,1.345018,228.294,0.9165802,-0.07180463,0.1459636,0.28441185,0.17701972,0.13014042,-0.0959301876026376,0.018465225856135,0.920712
Drug 1966,O=[N+]([O-])c1cccc2nscc12,1.0,2.633491,180.188,0.90521556,0.100944065,0.15232572,0.38007206,0.4288497,-0.032820046,0.1863360018310098,0.2493475962281148,0.9714679
Drug 1967,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,0.0,2.633587,329.467,0.9278458,-0.15248737,0.082259476,-0.09469944,-0.43523753,0.65772915,-0.7928942866486325,-0.3046257797039421,0.8007629
Drug 1968,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.0,2.409732,344.37,0.94330525,0.18867579,0.08896209,0.49677014,0.43259335,0.13934481,0.4017266344050127,0.0042781783936619,0.98482496
Drug 1969,O=[N+]([O-])C1=Cc2cccc3cccc1c23,1.0,2.490912,197.193,0.89056116,-0.052242294,0.1479369,0.19225565,0.27426505,0.14778471,-0.029554874113577,0.0970048470971057,0.8834318
Drug 1970,CC(=O)OC(C)C,0.0,2.059951,102.133,0.94441915,0.29558802,-0.004000947,0.24272987,0.49859345,-0.2408421,0.41552733249208,0.3314447036455424,0.99046725
Drug 1972,COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1.0,2.461384,382.4200000000001,0.92079914,-0.099396005,0.057976432,0.1774789,0.20866776,0.5897105,-0.0227109435614479,-0.6962935356885833,0.9063676
Drug 1973,O=C1c2ccccc2C(=O)c2cc(CO)ccc21,0.0,1.840789,238.242,0.90407217,0.17095119,0.14669545,0.21503729,0.37860513,0.21814466,0.2919368911052767,-0.1118683337589338,0.97402894
Drug 1974,CCN(CC)c1ccc(N=Nc2cccnc2)cc1,0.0,2.375576,254.337,0.9319341,-0.04109411,-0.008469962,0.24149306,0.22742784,0.2965747,0.0091798429707108,-0.2031843935470381,0.9948827
Drug 1975,COCCOC(C)=O,1.0,1.799412,118.132,0.93939805,0.32783097,-0.08708373,0.32221335,0.6095958,-0.17999882,0.7269031156332282,0.2398446884208757,0.9946577
Drug 1976,Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C321,0.0,6.725897,542.4960000000002,0.9514971,-0.14878818,0.08924034,-0.045844704,-0.62845075,0.15490222,-0.8759711530929407,-0.4466983022062871,0.13888457
Drug 1977,O=[N+]([O-])c1ccc2ncccc2c1,1.0,1.767827,174.159,0.9544173,0.19183703,0.07810059,0.33350956,0.6028005,0.0023248792,0.7004282962894222,0.1757204651193721,0.97933185
Drug 1980,Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1.0,1.657304,230.223,0.959661,0.1914975,0.07447829,0.33550575,0.58342266,0.1371504,0.5502480259785436,-0.0351702187589882,0.99470395
Drug 1981,O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.0,1.60212,262.092,0.91725236,0.208175,0.1417647,0.43522668,0.46555126,0.08785403,0.4523941734829902,0.066417280150612,0.9979213
Drug 1983,CN(C)c1ccc(N=Nc2cccc3ccccc23)cc1,1.0,2.100061,275.355,0.9042569,-0.09390448,0.20055272,0.2502441,0.08344972,0.45198727,-0.1891533187569969,-0.3523000770639994,0.99143374
Drug 1984,Cc1cc(N(C)C)ccc1N=Nc1ccccc1,1.0,2.171237,239.32200000000003,0.9196841,0.073753424,0.16081448,0.31340447,0.3891225,0.20253015,0.3227329486226605,-0.1131347580260358,0.99533087
Drug 1985,Nc1c2ccccc2nc2ccc(Cl)cc12,1.0,1.802291,228.682,0.9181804,-0.13880886,0.019089088,0.10480538,-0.008305907,0.58536494,-0.0370502930791997,-0.453135957162414,0.9850007
Drug 1986,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1.0,2.365076,359.4010000000001,0.9269859,0.09014376,0.27780735,0.46429232,0.7408595,0.9943683,0.7193251946778622,-0.6379117561731296,0.96063614
Drug 1987,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1.0,2.180799,267.328,0.9405839,0.038594548,0.018419623,0.49975955,0.39721763,0.21964073,0.3072037590285879,-0.0773911170483661,0.9613836
Drug 1988,O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,1.0,4.89882,697.613,0.91580623,-0.0014286339,0.11388667,0.18835685,0.6943619,-0.08828467,0.1970336486013647,0.4385759184130947,0.97596985
Drug 1989,OC1C=Cc2c(cc3c4c(c5ccccc5cc24)-c2ccccc2-3)C1O,1.0,3.398608,336.39000000000004,0.8966639,-0.096550986,0.12356259,0.1589416,-0.030154586,0.45813453,-0.1964655343987331,-0.1568074430416316,0.13946368
Drug 1990,CC(=O)N(O)c1ccc(-c2ccccc2)cc1,1.0,1.865997,227.263,0.92444533,0.22700003,0.017903142,0.45405197,0.42668104,0.19827175,0.3040393795983244,-0.080597304861501,0.95928854
Drug 1991,CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,1.0,5.100111,262.305,0.9286,0.0027197525,0.11568848,0.33618915,0.29527104,-0.06314051,0.0596755647425205,-0.197188684117534,0.057749256
Drug 1993,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1.0,2.344772,264.332,0.9307227,0.027976152,0.073918976,0.330525,0.2598399,0.2661122,0.0425895777624524,-0.1972625918485492,0.9957911
Drug 1994,CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,1.0,2.779687,228.332,0.9326566,0.20521396,-0.11259946,0.2808739,0.40605402,-0.44683623,0.9506153861860316,0.0622007656510008,0.9732449
Drug 1996,C[C@H](CO)[N+](=O)[O-],0.0,3.741038,105.093,0.9239826,0.35752216,0.02803576,0.48918754,0.55161166,-0.26988566,0.7780888895602929,0.2969049308032434,0.8388827
Drug 1997,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,1.0,2.943641,456.69800000000015,0.9169766,-0.2906906,-0.06501792,-0.3526674,-0.42115265,0.6508349,-0.7886895963727294,-0.3006498562005699,0.9084672
Drug 1998,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.0,3.352674,156.269,0.9696691,0.45428416,-0.2155557,0.30705798,0.46177828,-0.43164933,0.848375052329725,0.1178773771729921,0.7291797
Drug 1999,OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,1.0,3.239905,313.35600000000005,0.896718,-0.1221717,0.16673458,0.17060032,0.15812504,0.1597805,-0.2244666016269937,-0.1739325132496843,0.077373154
Drug 2001,CCCCCCOC[C@H]1CO1,1.0,2.493894,158.241,0.94500995,0.056752354,-0.4191391,0.5817313,0.3992486,-0.5321295,0.9969004294525003,0.1175445465680866,0.9845872
Drug 2002,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1.0,3.035561,286.74100000000004,0.9544345,0.16960901,0.078875214,0.40116978,0.4733721,-0.18660033,0.4667940482512724,0.3532919219834374,0.9792188
Drug 2003,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.0,4.47848,342.297,0.927258,0.24524494,0.055219956,0.17606759,0.048255324,-0.8231727,-0.0626800994630102,0.9192016853962623,0.8661769
Drug 2004,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,0.0,3.037944,266.381,0.93255186,-0.17128879,-0.023198813,0.343927,-0.4769361,-0.08576429,0.1688115902518932,-0.8529484558848648,0.8644175
Drug 2005,CC1C=Cc2ccc3ccc4ccccc4c3c21,0.0,2.812936,230.31,0.910825,-0.06349273,0.13527276,0.23669398,0.1914649,0.14734113,-0.1015044879169498,-0.1360378542961112,0.91830754
Drug 2006,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,1.0,3.562195,388.3400000000001,0.8708215,0.2839306,0.22055025,0.32242697,0.073741555,-0.21580327,-0.2645774481139639,0.538579706942707,0.8764434
Drug 2007,OC1c2cccc3c2C2(OC2C1O)c1cc2ccccc2cc1-3,1.0,4.345168,302.32900000000006,0.9214976,0.08011801,0.08028358,0.32636872,0.14726663,0.042485476,-0.0950575434042037,0.022195873956152,0.08739089
Drug 2008,COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2,1.0,2.578763,355.3020000000001,0.91019017,-0.13089642,0.19098064,0.2727303,0.048876166,0.4341458,-0.0699411039214633,-0.276889158791414,0.86948764
Drug 2009,CC(=O)c1cc2c(cc1C)C(C)(C)[C@@H](C)C2(C)C,0.0,3.125093,244.378,0.91224515,0.038567003,0.078898266,0.31359118,0.37484086,-0.055638075,0.0972940799953703,0.2093314132276854,0.8303063
Drug 2010,O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,0.0,3.495109,270.241,0.9421397,0.27134997,-0.0071061254,0.30875975,0.2134155,-0.49447325,-0.1196618134348781,0.5560874617506026,0.9559005
Drug 2011,O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,0.0,1.634816,257.24499999999995,0.9077078,0.00029949844,0.04737576,0.57189804,0.31404352,0.2323215,0.2325240893402674,-0.104899490493493,0.995391
Drug 2012,O=C(O)/C=C/Cl,1.0,2.992447,106.508,0.9452581,0.3329596,0.17725492,0.41043746,0.7720752,-0.46642756,0.5413769605663619,0.683884039649116,0.95567507
Drug 2013,CC(=O)OCN(N=O)c1ccccc1,1.0,2.582045,194.19000000000003,0.9214564,0.14457086,-0.06738074,0.44725925,0.5902648,0.18581522,0.5032335130564634,0.0097224060722706,0.9601132
Drug 2014,Cn1cccc1,0.0,2.887319,81.118,0.9904814,0.43145496,-0.09359975,0.50477445,0.7087903,-0.22362345,0.7279369447088216,0.2583430429232865,0.963424
Drug 2015,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1.0,3.957223,284.297,0.87731576,0.231144,0.057541214,0.02462703,0.06983054,-0.28237814,-0.1997220571224508,0.5732787545295062,0.8585259
Drug 2016,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1.0,2.276254,279.339,0.89319426,-0.011994354,0.18105349,0.40252644,0.14328086,0.3654685,0.0803661463543446,-0.2030080646265685,0.95985514
Drug 2017,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,1.0,2.371781,392.3670000000001,0.8963578,-0.12263051,0.1472584,0.64149916,0.19989347,0.23733246,0.1729536594188963,-0.1292959696427451,0.98516965
Drug 2019,Cc1ccc(N)c(S(=O)(=O)O)c1,0.0,1.953542,187.22000000000003,0.9375706,0.42406076,0.10298564,0.49204838,0.55646765,0.09603703,0.4342777248728096,0.0674825780233482,0.9894035
Drug 2021,Cc1cc(O)nc(S)n1,0.0,3.273384,142.18300000000002,0.9048563,0.1923645,0.15544522,0.41072917,0.6890421,-0.12475103,0.3295520238713361,0.4500809187940204,0.9548756
Drug 2022,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,1.0,4.065519,300.59399999999994,0.9183286,-0.09277862,0.14846863,0.3241121,0.13430977,0.26584327,-0.0420848746614976,-0.1506747263077528,0.64620054
Drug 2023,CN(C)c1ccc(/C=C/C=O)cc1,0.0,2.168747,175.23099999999997,0.9467201,0.116812445,0.10006718,0.31759533,0.46527016,0.00388968,0.397676064549198,-0.0550556388833305,0.98584104
Drug 2025,CCO[P@](=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,1.0,2.743129,307.242,0.90450287,0.1661213,0.14186867,0.5233805,0.41626394,-0.0018885732,0.242752799569869,0.1924338308168978,0.98360187
Drug 2026,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,1.0,2.056553,247.253,0.90957767,-0.12069978,0.20191845,0.2821752,0.17285526,0.17721021,-0.100050280658164,0.0047905193025483,0.8772821
Drug 2027,COC(=O)C12OC1(C)C(C)OC2=O,1.0,4.521726,186.163,0.9078566,-0.019224338,0.067473195,0.33333015,0.3797195,-0.16341293,0.1255556247864049,0.3610821078081937,0.3025031
Drug 2028,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,1.0,2.331214,282.29800000000006,0.909019,-0.13722892,0.21291095,0.28007787,0.20195508,0.18199658,-0.1006981143337155,0.0026214623474886,0.7455997
Drug 2030,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1.0,1.755101,242.321,0.8977844,-0.07864766,0.18184762,0.28185368,0.15266526,0.14745641,-0.0990842528726232,-0.1178258745134808,0.94932544
Drug 2032,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0.0,1.96679,218.208,0.9453852,0.2264372,0.1969718,0.5596959,0.5823842,0.09177303,0.5893827344272026,0.091999524092548,0.99822026
Drug 2033,O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,0.0,2.409392,272.3470000000001,0.890165,-0.1498519,0.15728064,0.29309368,0.12719059,0.32357967,-0.0330580897600725,-0.2880198499898082,0.7034919
Drug 2034,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,1.0,3.54099,258.23,0.9423487,0.3584714,0.14689076,0.28970522,0.17320573,-0.33732426,-0.0262350012086561,0.61239826221435,0.3801574
Drug 2035,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,0.0,2.894009,345.3950000000001,0.9147321,-0.026538625,0.17156267,0.21420918,0.17393541,0.3288461,-0.0743735997044955,-0.0408773228241105,0.94088817
Drug 2037,NC(CCCCNC=CC=O)C(=O)O,1.0,3.322397,200.238,0.939149,0.45289502,0.0699017,0.32921976,0.6005944,-0.39115512,0.5907280694227133,0.548941157696777,0.75146496
Drug 2038,CCCCCCCC1CCC(=O)O1,0.0,2.649225,184.279,0.9497516,0.11919986,-0.28210583,0.2678606,0.40957105,-0.4867503,0.9710453055367314,0.0969761856073813,0.969191
Drug 2039,N#CCc1ccccc1,0.0,1.576629,117.15099999999995,0.9678156,0.23714268,-0.17173645,0.5647851,0.667258,0.30548978,0.7708766841212947,-0.1561624502759985,0.993747
Drug 2040,Nc1cnc2c(c1)nc1ccccn12,1.0,2.469691,184.20200000000003,0.9332692,0.24724449,0.07226573,0.09705442,0.56995034,0.031919718,0.4282739181473064,0.1898559344790765,0.99087673
Drug 2042,CC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1.0,2.1073,253.301,0.9510017,0.09286979,0.030661687,0.4589852,0.40134954,0.19957733,0.3083831213787823,-0.076042348490458,0.9896097
Drug 2043,CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,1.0,2.188038,341.8860000000001,0.9072955,-0.1553989,0.046023898,0.13638288,0.08354914,0.5716202,-0.0168235548510203,-0.730496569109976,0.9881898
Drug 2044,c1cc2c3c(c1)cc1ccc4cccc5cc(c3c1c45)CC2,1.0,2.348392,278.35400000000004,0.89997625,-0.12614696,0.16183405,0.22595961,-0.242136,0.56925213,-0.2609493898616911,-0.0948369131478211,0.7792761
Drug 2045,CC(=O)Nc1cccc2cccnc12,1.0,1.688262,186.214,0.95629025,0.245488,0.016355611,0.29468507,0.60324883,0.054950476,0.7196633814884447,0.1619447294202678,0.99799585
Drug 2046,O=C(/N=c1\sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1,1.0,2.638793,403.41900000000015,0.8995045,-0.12853411,0.19325356,0.41462132,0.122115135,0.2416017,-0.0278683612933369,-0.0949275329540846,0.7106861
Drug 2047,O=[N+]([O-])c1ccccc1CO,0.0,1.811943,153.13699999999997,0.87671655,0.23728384,-0.03670308,0.5007629,0.45649076,-0.025940955,0.2434946314444568,0.2502400668608533,0.985276
Drug 2048,Cc1cccc2c1-c1cc3ccccc3cc1C1OC21,1.0,3.061003,258.32,0.89756763,0.06048487,0.13331848,0.49261862,0.44244134,0.4553144,0.4395336990105322,-0.5388615366636641,0.73955655
Drug 2049,COC(=O)[C@]12O[C@@]1(C)[C@H](C(C)C)OC2=O,1.0,4.440656,214.217,0.9026491,-0.037549376,0.072928295,0.3705454,0.32447612,-0.09197003,0.1015936212148065,0.2326557746435174,0.41816294
Drug 2050,Cc1c2ccccc2cc2c3c(ccc12)C=C[C@@H](O)[C@H]3O,1.0,3.317985,276.335,0.8947827,-0.1134457,0.115851454,0.26035088,0.15105629,0.17051506,-0.0971895072773841,-0.1103791083959974,0.64845735
Drug 2051,Cc1cccc(NC(=O)c2csc([N+](=O)[O-])c2)c1,1.0,2.060021,262.29,0.901296,-0.054103047,0.11716497,0.44052166,0.15247989,0.19041348,0.0647572838916793,-0.0029305886681604,0.9919208
Drug 2055,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0.0,3.091018,275.39200000000005,0.9303417,-0.01829271,0.060047243,0.43227196,0.30231714,0.3038715,0.206109177992144,-0.5698980092406173,0.94584364
Drug 2058,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1.0,1.984683,277.707,0.9058474,0.042117864,0.08067992,0.4302113,0.34973204,0.17736673,0.2763172958775297,-0.0672398135023318,0.98935753
Drug 2059,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,0.0,6.269203,296.319,0.93408924,-0.020062976,0.13214633,0.21640658,0.05577469,-0.05295992,-0.2685059313841758,0.3634990359689765,0.0023157685
Drug 2060,O=C(O)O,0.0,1.618413,62.02400000000001,0.96413136,0.48652682,0.20839955,0.4506676,0.92201734,-0.5182299,0.5179695669778933,0.749842263109338,0.99265105
Drug 2061,COP1(=S)OCc2ccccc2O1,1.0,3.757572,216.198,0.9062561,0.2580132,0.16755709,0.60623735,0.48268652,0.11986399,0.4856994812137187,0.0559104196755927,0.9437507
